1 00:00:00,r10,v3,6176
1 00:00:00,r10,v5,16000
1 00:10:00,r10,v3,6176
1 00:10:00,r10,v5,16000
1 00:20:00,r10,v3,6176
1 00:20:00,r10,v5,16000
1 00:30:00,r10,v3,6176
1 00:30:00,r10,v5,16000
1 00:40:00,r10,v3,6176
1 00:40:00,r10,v5,16000
1 00:50:00,r10,v3,6176
1 00:50:00,r10,v5,16000
1 01:00:00,r10,v3,6176
1 01:00:00,r10,v5,16000
1 01:10:00,r10,v3,6176
1 01:10:00,r10,v5,16000
1 01:20:00,r10,v3,6176
1 01:20:00,r10,v5,16000
1 01:30:00,r10,v3,6176
1 01:30:00,r10,v5,16000
1 01:40:00,r10,v3,6176
1 01:40:00,r10,v5,16000
1 01:50:00,r10,v3,6176
1 01:50:00,r10,v5,16000
1 02:00:00,r10,v3,6176
1 02:00:00,r10,v5,16000
1 02:10:00,r10,v3,6176
1 02:10:00,r10,v5,16000
1 02:20:00,r10,v3,6176
1 02:20:00,r10,v5,16000
1 02:30:00,r10,v3,6176
1 02:30:00,r10,v5,16000
1 02:40:00,r10,v3,6176
1 02:40:00,r10,v5,16000
1 02:50:00,r10,v3,6176
1 02:50:00,r10,v5,16000
1 03:00:00,r10,v3,6176
1 03:00:00,r10,v5,16000
1 03:10:00,r10,v3,6176
1 03:10:00,r10,v5,16000
1 03:20:00,r10,v3,6176
1 03:20:00,r10,v5,16000
1 03:30:00,r10,v3,6176
1 03:30:00,r10,v5,16000
1 03:40:00,r10,v3,6176
1 03:40:00,r10,v5,16000
1 03:50:00,r10,v3,6176
1 03:50:00,r10,v5,16000
1 04:00:00,r10,v3,6176
1 04:00:00,r10,v5,16000
1 04:10:00,r10,v3,6176
1 04:10:00,r10,v5,16000
1 04:20:00,r10,v3,6176
1 04:20:00,r10,v5,16000
1 04:30:00,r10,v3,6176
1 04:30:00,r10,v5,16000
1 04:40:00,r10,v3,6176
1 04:40:00,r10,v5,16000
1 04:50:00,r10,v3,6176
1 04:50:00,r10,v5,16000
1 05:00:00,r10,v3,6176
1 05:00:00,r10,v5,16000
1 05:10:00,r10,v3,6176
1 05:10:00,r10,v5,16000
1 05:20:00,r10,v3,6176
1 05:20:00,r10,v5,16000
1 05:30:00,r10,v3,6176
1 05:30:00,r10,v5,16000
1 05:40:00,r10,v3,6176
1 05:40:00,r10,v5,16000
1 05:50:00,r10,v3,6176
1 05:50:00,r10,v5,16000
1 06:00:00,r10,v3,6176
1 06:00:00,r10,v5,16000
1 06:10:00,r10,v3,6176
1 06:10:00,r10,v5,16000
1 06:20:00,r10,v3,6176
1 06:20:00,r10,v5,16000
1 06:30:00,r10,v3,6176
1 06:30:00,r10,v5,16000
1 06:40:00,r10,v3,6176
1 06:40:00,r10,v5,16000
1 06:50:00,r10,v3,6176
1 06:50:00,r10,v5,16000
1 07:00:00,r10,v3,6176
1 07:00:00,r10,v5,16000
1 07:10:00,r10,v3,6176
1 07:10:00,r10,v5,16000
1 07:20:00,r10,v3,6176
1 07:20:00,r10,v5,16000
1 07:30:00,r10,v3,6176
1 07:30:00,r10,v5,16000
1 07:40:00,r10,v3,6176
1 07:40:00,r10,v5,16000
1 07:50:00,r10,v3,6176
1 07:50:00,r10,v5,16000
1 08:00:00,r10,v3,6176
1 08:00:00,r10,v5,16000
1 08:10:00,r10,v3,6176
1 08:10:00,r10,v5,16000
1 08:20:00,r10,v3,6176
1 08:20:00,r10,v5,16000
1 08:30:00,r10,v3,6176
1 08:30:00,r10,v5,16000
1 08:40:00,r10,v3,6176
1 08:40:00,r10,v5,16000
1 08:50:00,r10,v3,6176
1 08:50:00,r10,v5,16000
1 09:00:00,r10,v3,6176
1 09:00:00,r10,v5,16000
1 09:10:00,r10,v3,6176
1 09:10:00,r10,v5,16000
1 09:20:00,r10,v3,6176
1 09:20:00,r10,v5,16000
1 09:30:00,r10,v3,6176
1 09:30:00,r10,v5,16000
1 09:40:00,r10,v3,6176
1 09:40:00,r10,v5,16000
1 09:50:00,r10,v3,6176
1 09:50:00,r10,v5,16000
1 10:00:00,r10,v3,6176
1 10:00:00,r10,v5,16000
1 10:10:00,r10,v3,6176
1 10:10:00,r10,v5,16000
1 10:20:00,r10,v3,6176
1 10:20:00,r10,v5,16000
1 10:30:00,r10,v3,6176
1 10:30:00,r10,v5,16000
1 10:40:00,r10,v3,6176
1 10:40:00,r10,v5,16000
1 10:50:00,r10,v3,6176
1 10:50:00,r10,v5,16000
1 11:00:00,r10,v3,6176
1 11:00:00,r10,v5,16000
1 11:10:00,r10,v3,6176
1 11:10:00,r10,v5,16000
1 11:20:00,r10,v3,6176
1 11:20:00,r10,v5,16000
1 11:30:00,r10,v3,6176
1 11:30:00,r10,v5,16000
1 11:40:00,r10,v3,6176
1 11:40:00,r10,v5,16000
1 11:50:00,r10,v3,6176
1 11:50:00,r10,v5,16000
1 12:00:00,r10,v3,6176
1 12:00:00,r10,v5,16000
1 12:10:00,r10,v3,6176
1 12:10:00,r10,v5,16000
1 12:20:00,r10,v3,6176
1 12:20:00,r10,v5,16000
1 12:30:00,r10,v3,6176
1 12:30:00,r10,v5,16000
1 12:40:00,r10,v3,6176
1 12:40:00,r10,v5,16000
1 12:50:00,r10,v3,6176
1 12:50:00,r10,v5,16000
1 13:00:00,r10,v3,6176
1 13:00:00,r10,v5,16000
1 13:10:00,r10,v3,6176
1 13:10:00,r10,v5,16000
1 13:20:00,r10,v3,6176
1 13:20:00,r10,v5,16000
1 13:30:00,r10,v3,6176
1 13:30:00,r10,v5,16000
1 13:40:00,r10,v3,6176
1 13:40:00,r10,v5,16000
1 13:50:00,r10,v3,6176
1 13:50:00,r10,v5,16000
1 14:00:00,r10,v3,6176
1 14:00:00,r10,v5,16000
1 14:10:00,r10,v3,6176
1 14:10:00,r10,v5,16000
1 14:20:00,r10,v3,6176
1 14:20:00,r10,v5,16000
1 14:30:00,r10,v3,6176
1 14:30:00,r10,v5,16000
1 14:40:00,r10,v3,6176
1 14:40:00,r10,v5,16000
1 14:50:00,r10,v3,6176
1 14:50:00,r10,v5,16000
1 15:00:00,r10,v3,6176
1 15:00:00,r10,v5,16000
1 15:10:00,r10,v3,6176
1 15:10:00,r10,v5,16000
1 15:20:00,r10,v3,6176
1 15:20:00,r10,v5,16000
1 15:30:00,r10,v3,6176
1 15:30:00,r10,v5,16000
1 15:40:00,r10,v3,6176
1 15:40:00,r10,v5,16000
1 15:50:00,r10,v3,6176
1 15:50:00,r10,v5,16000
1 16:00:00,r10,v3,6176
1 16:00:00,r10,v5,16000
1 16:10:00,r10,v3,6176
1 16:10:00,r10,v5,16000
1 16:20:00,r10,v3,6176
1 16:20:00,r10,v5,16000
1 16:30:00,r10,v3,6176
1 16:30:00,r10,v5,16000
1 16:40:00,r10,v3,6176
1 16:40:00,r10,v5,16000
1 16:50:00,r10,v3,6176
1 16:50:00,r10,v5,16000
1 17:00:00,r10,v3,6176
1 17:00:00,r10,v5,16000
1 17:10:00,r10,v3,6176
1 17:10:00,r10,v5,16000
1 17:20:00,r10,v3,6176
1 17:20:00,r10,v5,16000
1 17:30:00,r10,v3,6176
1 17:30:00,r10,v5,16000
1 17:40:00,r10,v3,6176
1 17:40:00,r10,v5,16000
1 17:50:00,r10,v3,6176
1 17:50:00,r10,v5,16000
1 18:00:00,r10,v3,6176
1 18:00:00,r10,v5,16000
1 18:10:00,r10,v3,6176
1 18:10:00,r10,v5,16000
1 18:20:00,r10,v3,6176
1 18:20:00,r10,v5,16000
1 18:30:00,r10,v3,6176
1 18:30:00,r10,v5,16000
1 18:40:00,r10,v3,6176
1 18:40:00,r10,v5,16000
1 18:50:00,r10,v3,6176
1 18:50:00,r10,v5,16000
1 19:00:00,r10,v3,6176
1 19:00:00,r10,v5,16000
1 19:10:00,r10,v3,6176
1 19:10:00,r10,v5,16000
1 19:20:00,r10,v3,6176
1 19:20:00,r10,v5,16000
1 19:30:00,r10,v3,6176
1 19:30:00,r10,v5,16000
1 19:40:00,r10,v3,6176
1 19:40:00,r10,v5,16000
1 19:50:00,r10,v3,6176
1 19:50:00,r10,v5,16000
1 20:00:00,r10,v3,6176
1 20:00:00,r10,v5,16000
1 20:10:00,r10,v3,6176
1 20:10:00,r10,v5,16000
1 20:20:00,r10,v3,6176
1 20:20:00,r10,v5,16000
1 20:30:00,r10,v3,6176
1 20:30:00,r10,v5,16000
1 20:40:00,r10,v3,6176
1 20:40:00,r10,v5,16000
1 20:50:00,r10,v3,6176
1 20:50:00,r10,v5,16000
1 21:00:00,r10,v3,6176
1 21:00:00,r10,v5,16000
1 21:10:00,r10,v3,6176
1 21:10:00,r10,v5,16000
1 21:20:00,r10,v3,6176
1 21:20:00,r10,v5,16000
1 21:30:00,r10,v3,6176
1 21:30:00,r10,v5,16000
1 21:40:00,r10,v3,6176
1 21:40:00,r10,v5,16000
1 21:50:00,r10,v3,6176
1 21:50:00,r10,v5,16000
1 22:00:00,r10,v3,6176
1 22:00:00,r10,v5,16000
1 22:10:00,r10,v3,6176
1 22:10:00,r10,v5,16000
1 22:20:00,r10,v3,6176
1 22:20:00,r10,v5,16000
1 22:30:00,r10,v3,6176
1 22:30:00,r10,v5,16000
1 22:40:00,r10,v3,6176
1 22:40:00,r10,v5,16000
1 22:50:00,r10,v3,6176
1 22:50:00,r10,v5,16000
1 23:00:00,r10,v3,6176
1 23:00:00,r10,v5,16000
1 23:10:00,r10,v3,6176
1 23:10:00,r10,v5,16000
1 23:20:00,r10,v3,6176
1 23:20:00,r10,v5,16000
1 23:30:00,r10,v3,6176
1 23:30:00,r10,v5,16000
1 23:40:00,r10,v3,6176
1 23:40:00,r10,v5,16000
1 23:50:00,r10,v3,6176
1 23:50:00,r10,v5,16000
2 00:00:00,r10,v3,6176
2 00:00:00,r10,v5,16000
2 00:10:00,r10,v3,6176
2 00:10:00,r10,v5,16000
2 00:20:00,r10,v3,6176
2 00:20:00,r10,v5,16000
2 00:30:00,r10,v3,6176
2 00:30:00,r10,v5,16000
2 00:40:00,r10,v3,6176
2 00:40:00,r10,v5,16000
2 00:50:00,r10,v3,6176
2 00:50:00,r10,v5,16000
2 01:00:00,r10,v3,6176
2 01:00:00,r10,v5,16000
2 01:10:00,r10,v3,6176
2 01:10:00,r10,v5,16000
2 01:20:00,r10,v3,6176
2 01:20:00,r10,v5,16000
2 01:30:00,r10,v3,6176
2 01:30:00,r10,v5,16000
2 01:40:00,r10,v3,6176
2 01:40:00,r10,v5,16000
2 01:50:00,r10,v3,6176
2 01:50:00,r10,v5,16000
2 02:00:00,r10,v3,6176
2 02:00:00,r10,v5,16000
2 02:10:00,r10,v3,6176
2 02:10:00,r10,v5,16000
2 02:20:00,r10,v3,6176
2 02:20:00,r10,v5,16000
2 02:30:00,r10,v3,6176
2 02:30:00,r10,v5,16000
2 02:40:00,r10,v3,6176
2 02:40:00,r10,v5,16000
2 02:50:00,r10,v3,6176
2 02:50:00,r10,v5,16000
2 03:00:00,r10,v3,6176
2 03:00:00,r10,v5,16000
2 03:10:00,r10,v3,6176
