1 00:00:00,r1,v11,30
1 00:00:00,r4,v3,2156
1 00:00:00,r4,v5,88
1 00:00:00,r4,v12,82
1 00:00:00,r4,v10,16
1 00:00:00,r4,v9,395
1 00:10:00,r1,v11,30
1 00:10:00,r4,v3,2154
1 00:10:00,r4,v5,88
1 00:10:00,r4,v12,82
1 00:10:00,r4,v10,16
1 00:10:00,r4,v9,395
1 00:20:00,r1,v11,30
1 00:20:00,r4,v3,2156
1 00:20:00,r4,v5,88
1 00:20:00,r4,v12,82
1 00:20:00,r4,v10,16
1 00:20:00,r4,v9,391
1 00:30:00,r1,v11,30
1 00:30:00,r4,v3,2164
1 00:30:00,r4,v5,88
1 00:30:00,r4,v12,82
1 00:30:00,r4,v10,16
1 00:30:00,r4,v9,395
1 00:40:00,r1,v11,30
1 00:40:00,r4,v3,2162
1 00:40:00,r4,v5,88
1 00:40:00,r4,v12,82
1 00:40:00,r4,v10,16
1 00:40:00,r4,v9,403
1 00:50:00,r1,v11,30
1 00:50:00,r4,v3,2164
1 00:50:00,r4,v5,88
1 00:50:00,r4,v12,82
1 00:50:00,r4,v10,16
1 00:50:00,r4,v9,391
1 01:00:00,r1,v11,30
1 01:00:00,r4,v3,2162
1 01:00:00,r4,v5,88
1 01:00:00,r4,v12,82
1 01:00:00,r4,v10,16
1 01:00:00,r4,v9,387
1 01:10:00,r1,v11,30
1 01:10:00,r4,v3,2164
1 01:10:00,r4,v5,88
1 01:10:00,r4,v12,82
1 01:10:00,r4,v10,16
1 01:10:00,r4,v9,387
1 01:20:00,r1,v11,30
1 01:20:00,r4,v3,2176
1 01:20:00,r4,v5,88
1 01:20:00,r4,v12,82
1 01:20:00,r4,v10,16
1 01:20:00,r4,v9,387
1 01:30:00,r1,v11,30
1 01:30:00,r4,v3,2174
1 01:30:00,r4,v5,88
1 01:30:00,r4,v12,82
1 01:30:00,r4,v10,16
1 01:30:00,r4,v9,387
1 01:40:00,r1,v11,30
1 01:40:00,r4,v3,2184
1 01:40:00,r4,v5,88
1 01:40:00,r4,v12,82
1 01:40:00,r4,v10,16
1 01:40:00,r4,v9,387
1 01:50:00,r1,v11,30
1 01:50:00,r4,v3,2184
1 01:50:00,r4,v5,88
1 01:50:00,r4,v12,82
1 01:50:00,r4,v10,16
1 01:50:00,r4,v9,387
1 02:00:00,r1,v11,30
1 02:00:00,r4,v3,2182
1 02:00:00,r4,v5,88
1 02:00:00,r4,v12,82
1 02:00:00,r4,v10,16
1 02:00:00,r4,v9,387
1 02:10:00,r1,v11,30
1 02:10:00,r4,v3,2184
1 02:10:00,r4,v5,88
1 02:10:00,r4,v12,82
1 02:10:00,r4,v10,16
1 02:10:00,r4,v9,387
1 02:20:00,r1,v11,30
1 02:20:00,r4,v3,2186
1 02:20:00,r4,v5,88
1 02:20:00,r4,v12,82
1 02:20:00,r4,v10,16
1 02:20:00,r4,v9,387
1 02:30:00,r1,v11,30
1 02:30:00,r4,v3,2184
1 02:30:00,r4,v5,88
1 02:30:00,r4,v12,82
1 02:30:00,r4,v10,16
1 02:30:00,r4,v9,391
1 02:40:00,r1,v11,30
1 02:40:00,r4,v3,2186
1 02:40:00,r4,v5,88
1 02:40:00,r4,v12,82
1 02:40:00,r4,v10,16
1 02:40:00,r4,v9,391
1 02:50:00,r1,v11,30
1 02:50:00,r4,v3,2186
1 02:50:00,r4,v5,88
1 02:50:00,r4,v12,82
1 02:50:00,r4,v10,16
1 02:50:00,r4,v9,391
1 03:00:00,r1,v11,30
1 03:00:00,r4,v3,2192
1 03:00:00,r4,v5,88
1 03:00:00,r4,v12,82
1 03:00:00,r4,v10,16
1 03:00:00,r4,v9,391
1 03:10:00,r1,v11,30
1 03:10:00,r4,v3,2214
1 03:10:00,r4,v5,88
1 03:10:00,r4,v12,82
1 03:10:00,r4,v10,16
1 03:10:00,r4,v9,391
1 03:20:00,r1,v11,30
1 03:20:00,r4,v3,2244
1 03:20:00,r4,v5,88
1 03:20:00,r4,v12,82
1 03:20:00,r4,v10,16
1 03:20:00,r4,v9,393
1 03:30:00,r1,v11,30
1 03:30:00,r4,v3,2246
1 03:30:00,r4,v5,88
1 03:30:00,r4,v12,82
1 03:30:00,r4,v10,16
1 03:30:00,r4,v9,393
1 03:40:00,r1,v11,30
1 03:40:00,r4,v3,2246
1 03:40:00,r4,v5,88
1 03:40:00,r4,v12,82
1 03:40:00,r4,v10,16
1 03:40:00,r4,v9,393
1 03:50:00,r1,v11,30
1 03:50:00,r4,v3,2246
1 03:50:00,r4,v5,88
1 03:50:00,r4,v12,82
1 03:50:00,r4,v10,16
1 03:50:00,r4,v9,393
1 04:00:00,r1,v11,30
1 04:00:00,r4,v3,2248
1 04:00:00,r4,v5,88
1 04:00:00,r4,v12,88
1 04:00:00,r4,v10,16
1 04:00:00,r4,v9,395
1 04:10:00,r1,v11,30
1 04:10:00,r4,v3,2238
1 04:10:00,r4,v5,80
1 04:10:00,r4,v12,88
1 04:10:00,r4,v10,16
1 04:10:00,r4,v9,385
1 04:20:00,r1,v11,30
1 04:20:00,r4,v3,2242
1 04:20:00,r4,v5,80
1 04:20:00,r4,v12,82
1 04:20:00,r4,v10,16
1 04:20:00,r4,v9,383
1 04:30:00,r1,v11,30
1 04:30:00,r4,v3,2242
1 04:30:00,r4,v5,80
1 04:30:00,r4,v12,82
1 04:30:00,r4,v10,16
1 04:30:00,r4,v9,387
1 04:40:00,r1,v11,30
1 04:40:00,r4,v3,2244
1 04:40:00,r4,v5,80
1 04:40:00,r4,v12,86
1 04:40:00,r4,v10,16
1 04:40:00,r4,v9,387
1 04:50:00,r1,v11,30
1 04:50:00,r4,v3,2252
1 04:50:00,r4,v5,80
1 04:50:00,r4,v12,82
1 04:50:00,r4,v10,16
1 04:50:00,r4,v9,385
1 05:00:00,r1,v11,30
1 05:00:00,r4,v3,2248
1 05:00:00,r4,v5,80
1 05:00:00,r4,v12,82
1 05:00:00,r4,v10,16
1 05:00:00,r4,v9,383
1 05:10:00,r1,v11,30
1 05:10:00,r4,v3,2262
1 05:10:00,r4,v5,80
1 05:10:00,r4,v12,82
1 05:10:00,r4,v10,16
1 05:10:00,r4,v9,383
1 05:20:00,r1,v11,30
1 05:20:00,r4,v3,2254
1 05:20:00,r4,v5,88
1 05:20:00,r4,v12,82
1 05:20:00,r4,v10,16
1 05:20:00,r4,v9,383
1 05:30:00,r1,v11,30
1 05:30:00,r4,v3,2256
1 05:30:00,r4,v5,88
1 05:30:00,r4,v12,82
1 05:30:00,r4,v10,16
1 05:30:00,r4,v9,390
1 05:40:00,r1,v11,30
1 05:40:00,r4,v3,2236
1 05:40:00,r4,v5,80
1 05:40:00,r4,v12,82
1 05:40:00,r4,v10,16
1 05:40:00,r4,v9,387
1 05:50:00,r1,v11,30
1 05:50:00,r4,v3,2236
1 05:50:00,r4,v5,80
1 05:50:00,r4,v12,82
1 05:50:00,r4,v10,16
1 05:50:00,r4,v9,383
1 06:00:00,r1,v11,30
1 06:00:00,r4,v3,2240
1 06:00:00,r4,v5,88
1 06:00:00,r4,v12,82
1 06:00:00,r4,v10,16
1 06:00:00,r4,v9,386
1 06:10:00,r1,v11,30
1 06:10:00,r4,v3,2238
1 06:10:00,r4,v5,104
1 06:10:00,r4,v12,82
1 06:10:00,r4,v10,16
1 06:10:00,r4,v9,392
1 06:20:00,r1,v11,30
1 06:20:00,r4,v3,2240
1 06:20:00,r4,v5,88
1 06:20:00,r4,v12,82
1 06:20:00,r4,v10,16
1 06:20:00,r4,v9,394
1 06:30:00,r1,v11,30
1 06:30:00,r4,v3,2250
1 06:30:00,r4,v5,80
1 06:30:00,r4,v12,82
1 06:30:00,r4,v10,16
1 06:30:00,r4,v9,391
1 06:40:00,r1,v11,30
1 06:40:00,r4,v3,2246
1 06:40:00,r4,v5,80
1 06:40:00,r4,v12,110
1 06:40:00,r4,v10,16
1 06:40:00,r4,v9,392
1 06:50:00,r1,v11,30
1 06:50:00,r4,v3,2274
1 06:50:00,r4,v5,80
1 06:50:00,r4,v12,94
1 06:50:00,r4,v10,16
1 06:50:00,r4,v9,403
1 07:00:00,r1,v11,30
1 07:00:00,r4,v3,2302
1 07:00:00,r4,v5,80
1 07:00:00,r4,v12,106
1 07:00:00,r4,v10,16
1 07:00:00,r4,v9,393
1 07:10:00,r1,v11,30
1 07:10:00,r4,v3,2276
1 07:10:00,r4,v5,80
1 07:10:00,r4,v12,94
1 07:10:00,r4,v10,16
1 07:10:00,r4,v9,418
1 07:20:00,r1,v11,30
1 07:20:00,r4,v3,2264
1 07:20:00,r4,v5,96
1 07:20:00,r4,v12,86
1 07:20:00,r4,v10,16
1 07:20:00,r4,v9,410
1 07:30:00,r1,v11,30
1 07:30:00,r4,v3,2284
1 07:30:00,r4,v5,80
1 07:30:00,r4,v12,92
1 07:30:00,r4,v10,16
1 07:30:00,r4,v9,404
1 07:40:00,r1,v11,30
1 07:40:00,r4,v3,2260
1 07:40:00,r4,v5,80
1 07:40:00,r4,v12,86
1 07:40:00,r4,v10,16
1 07:40:00,r4,v9,412
1 07:50:00,r1,v11,30
1 07:50:00,r4,v3,2266
1 07:50:00,r4,v5,80
1 07:50:00,r4,v12,86
1 07:50:00,r4,v10,16
1 07:50:00,r4,v9,399
1 08:00:00,r1,v11,30
1 08:00:00,r4,v3,2268
1 08:00:00,r4,v5,80
1 08:00:00,r4,v12,86
1 08:00:00,r4,v10,16
1 08:00:00,r4,v9,395
1 08:10:00,r1,v11,30
1 08:10:00,r4,v3,2266
1 08:10:00,r4,v5,80
1 08:10:00,r4,v12,86
1 08:10:00,r4,v10,16
1 08:10:00,r4,v9,401
1 08:20:00,r1,v11,30
1 08:20:00,r4,v3,2266
1 08:20:00,r4,v5,80
1 08:20:00,r4,v12,86
1 08:20:00,r4,v10,16
1 08:20:00,r4,v9,395
1 08:30:00,r1,v11,30
1 08:30:00,r4,v3,2266
1 08:30:00,r4,v5,96
1 08:30:00,r4,v12,86
1 08:30:00,r4,v10,16
1 08:30:00,r4,v9,399
1 08:40:00,r1,v11,30
1 08:40:00,r4,v3,2278
1 08:40:00,r4,v5,88
1 08:40:00,r4,v12,86
1 08:40:00,r4,v10,16
1 08:40:00,r4,v9,401
1 08:50:00,r1,v11,30
1 08:50:00,r4,v3,2274
1 08:50:00,r4,v5,80
1 08:50:00,r4,v12,86
1 08:50:00,r4,v10,16
1 08:50:00,r4,v9,403
1 09:00:00,r1,v11,30
1 09:00:00,r4,v3,2266
1 09:00:00,r4,v5,80
1 09:00:00,r4,v12,86
1 09:00:00,r4,v10,16
1 09:00:00,r4,v9,399
1 09:10:00,r1,v11,30
1 09:10:00,r4,v3,2266
1 09:10:00,r4,v5,80
1 09:10:00,r4,v12,86
1 09:10:00,r4,v10,24
1 09:10:00,r4,v9,403
1 09:20:00,r1,v11,30
1 09:20:00,r4,v3,2270
1 09:20:00,r4,v5,80
1 09:20:00,r4,v12,86
1 09:20:00,r4,v10,40
1 09:20:00,r4,v9,395
1 09:30:00,r1,v11,30
1 09:30:00,r4,v3,2272
1 09:30:00,r4,v5,80
1 09:30:00,r4,v12,86
1 09:30:00,r4,v10,24
1 09:30:00,r4,v9,399
1 09:40:00,r1,v11,30
1 09:40:00,r4,v3,2276
1 09:40:00,r4,v5,80
1 09:40:00,r4,v12,86
1 09:40:00,r4,v10,16
1 09:40:00,r4,v9,401
1 09:50:00,r1,v11,30
1 09:50:00,r4,v3,2288
1 09:50:00,r4,v5,80
1 09:50:00,r4,v12,86
