1 00:00:00,r15,v3,2
1 00:00:00,r4,v3,4612
1 00:00:00,r4,v5,1362
1 00:00:00,r4,v9,8370
1 00:10:00,r15,v3,2
1 00:10:00,r4,v3,4612
1 00:10:00,r4,v5,1362
1 00:10:00,r4,v9,8370
1 00:20:00,r15,v3,2
1 00:20:00,r4,v3,4612
1 00:20:00,r4,v5,1362
1 00:20:00,r4,v9,8370
1 00:30:00,r15,v3,2
1 00:30:00,r4,v3,4612
1 00:30:00,r4,v5,1362
1 00:30:00,r4,v9,8370
1 00:40:00,r15,v3,2
1 00:40:00,r4,v3,4612
1 00:40:00,r4,v5,1370
1 00:40:00,r4,v9,8370
1 00:50:00,r15,v3,2
1 00:50:00,r4,v3,4580
1 00:50:00,r4,v5,1498
1 00:50:00,r4,v9,8370
1 01:00:00,r15,v3,2
1 01:00:00,r4,v3,4580
1 01:00:00,r4,v5,1498
1 01:00:00,r4,v9,8370
1 01:10:00,r15,v3,2
1 01:10:00,r4,v3,4580
1 01:10:00,r4,v5,1498
1 01:10:00,r4,v9,8370
1 01:20:00,r15,v3,2
1 01:20:00,r4,v3,4580
1 01:20:00,r4,v5,1498
1 01:20:00,r4,v9,8370
1 01:30:00,r15,v3,2
1 01:30:00,r4,v3,4580
1 01:30:00,r4,v5,1498
1 01:30:00,r4,v9,8372
1 01:40:00,r15,v3,2
1 01:40:00,r4,v3,4580
1 01:40:00,r4,v5,1498
1 01:40:00,r4,v9,8372
1 01:50:00,r15,v3,2
1 01:50:00,r4,v3,4580
1 01:50:00,r4,v5,1498
1 01:50:00,r4,v9,8372
1 02:00:00,r15,v3,2
1 02:00:00,r4,v3,4580
1 02:00:00,r4,v5,1498
1 02:00:00,r4,v9,8372
1 02:10:00,r15,v3,2
1 02:10:00,r4,v3,4580
1 02:10:00,r4,v5,1498
1 02:10:00,r4,v9,8372
1 02:20:00,r15,v3,2
1 02:20:00,r4,v3,4580
1 02:20:00,r4,v5,1498
1 02:20:00,r4,v9,8356
1 02:30:00,r15,v3,2
1 02:30:00,r4,v13,64
1 02:30:00,r4,v3,4580
1 02:30:00,r4,v5,1498
1 02:30:00,r4,v9,8356
1 02:40:00,r15,v3,2
1 02:40:00,r4,v13,64
1 02:40:00,r4,v3,4580
1 02:40:00,r4,v5,1498
1 02:40:00,r4,v9,8356
1 02:50:00,r15,v3,2
1 02:50:00,r4,v13,64
1 02:50:00,r4,v3,4580
1 02:50:00,r4,v5,1498
1 02:50:00,r4,v9,8356
1 03:00:00,r15,v3,2
1 03:00:00,r4,v13,64
1 03:00:00,r4,v3,4580
1 03:00:00,r4,v5,1498
1 03:00:00,r4,v9,8364
1 03:10:00,r15,v3,2
1 03:10:00,r4,v13,64
1 03:10:00,r4,v3,4580
1 03:10:00,r4,v5,1498
1 03:10:00,r4,v9,8364
1 03:20:00,r15,v3,2
1 03:20:00,r4,v13,64
1 03:20:00,r4,v3,4580
1 03:20:00,r4,v5,1498
1 03:20:00,r4,v9,8364
1 03:30:00,r15,v3,2
1 03:30:00,r4,v13,64
1 03:30:00,r4,v3,4580
1 03:30:00,r4,v5,1498
1 03:30:00,r4,v9,8364
1 03:40:00,r15,v3,2
1 03:40:00,r4,v13,64
1 03:40:00,r4,v3,4580
1 03:40:00,r4,v5,1498
1 03:40:00,r4,v9,8364
1 03:50:00,r15,v3,2
1 03:50:00,r4,v13,64
1 03:50:00,r4,v3,4580
1 03:50:00,r4,v5,1498
1 03:50:00,r4,v9,8364
1 04:00:00,r15,v3,2
1 04:00:00,r4,v13,64
1 04:00:00,r4,v3,4580
1 04:00:00,r4,v5,1498
1 04:00:00,r4,v9,8370
1 04:10:00,r15,v3,2
1 04:10:00,r4,v13,64
1 04:10:00,r4,v3,4580
1 04:10:00,r4,v5,1498
1 04:10:00,r4,v9,8370
1 04:20:00,r15,v3,2
1 04:20:00,r4,v13,64
1 04:20:00,r4,v3,4580
1 04:20:00,r4,v5,1498
1 04:20:00,r4,v9,8370
1 04:30:00,r15,v3,2
1 04:30:00,r4,v13,64
1 04:30:00,r4,v3,4580
1 04:30:00,r4,v5,1498
1 04:30:00,r4,v9,8370
1 04:40:00,r15,v3,2
1 04:40:00,r4,v13,64
1 04:40:00,r4,v3,4580
1 04:40:00,r4,v5,1498
1 04:40:00,r4,v9,8370
1 04:50:00,r15,v3,2
1 04:50:00,r4,v13,64
1 04:50:00,r4,v3,4580
1 04:50:00,r4,v5,1498
1 04:50:00,r4,v9,8370
1 05:00:00,r15,v3,2
1 05:00:00,r4,v13,64
1 05:00:00,r4,v3,4580
1 05:00:00,r4,v5,1498
1 05:00:00,r4,v9,8370
1 05:10:00,r15,v3,2
1 05:10:00,r4,v13,64
1 05:10:00,r4,v3,4580
1 05:10:00,r4,v5,1498
1 05:10:00,r4,v9,8370
1 05:20:00,r15,v3,2
1 05:20:00,r4,v13,64
1 05:20:00,r4,v3,4580
1 05:20:00,r4,v5,1498
1 05:20:00,r4,v9,8370
1 05:30:00,r15,v3,2
1 05:30:00,r4,v13,64
1 05:30:00,r4,v3,4580
1 05:30:00,r4,v5,1498
1 05:30:00,r4,v9,8370
1 05:40:00,r15,v3,2
1 05:40:00,r4,v13,64
1 05:40:00,r4,v3,4580
1 05:40:00,r4,v5,1498
1 05:40:00,r4,v9,8370
1 05:50:00,r15,v3,2
1 05:50:00,r4,v13,64
1 05:50:00,r4,v3,4580
1 05:50:00,r4,v5,1498
1 05:50:00,r4,v9,8370
1 06:00:00,r15,v3,2
1 06:00:00,r4,v13,64
1 06:00:00,r4,v3,4580
1 06:00:00,r4,v5,1498
1 06:00:00,r4,v9,8370
1 06:10:00,r15,v3,2
1 06:10:00,r4,v13,64
1 06:10:00,r4,v3,4580
1 06:10:00,r4,v5,1498
1 06:10:00,r4,v9,8370
1 06:20:00,r15,v3,2
1 06:20:00,r4,v13,64
1 06:20:00,r4,v3,4580
1 06:20:00,r4,v5,1498
1 06:20:00,r4,v9,8372
1 06:30:00,r15,v3,2
1 06:30:00,r4,v13,64
1 06:30:00,r4,v3,4580
1 06:30:00,r4,v5,1498
1 06:30:00,r4,v9,8372
1 06:40:00,r15,v3,2
